##############	##### OUTPUT FILE	: joey40.dat	###################


TIME (ns)  SUR	FACE TEMPERATURE(	"K), MELT DEPT"	H(A) & EVAPN. DEPTH(A)
169.9985504	615.9147949	0	0
170.1985474	617.0067139	0	0
170.3985443	618.102478	0	0
170.5985413	619.2020874	0	0
170.7985382	620.3057251	0	0
170.9985352	621.413269	0	0
171.1985321	622.5247803	0	0
171.3985291	623.6403198	0	0
171.598526	624.7599487	0	0
171.7985229	625.8835449	0	0
171.9985199	627.0113525	0	0
172.1985168	628.1431885	0	0
172.3985138	629.2792358	0	0
172.5985107	630.4194946	0	0
172.7985077	631.5639648	0	0
172.9985046	632.7126465	0	0
173.1985016	633.8656616	0	0
173.3984985	635.0230103	0	0
173.5984955	636.1846313	0	0
173.7984924	637.350708	0	0
173.9984894	638.5211792	0	0
174.1984863	639.696106	0	0
174.3984833	640.8754883	0	0
174.5984802	642.0594482	0	0
174.7984772	643.2479248	0	0
174.9984741	644.44104	0	0
175.1984711	645.6387329	0	0
175.398468	646.8411255	0	0
175.598465	648.0482178	0	0
175.7984619	649.2600708	0	0
175.9984589	650.4766846	0	0
176.1984558	651.6981812	0	0
176.3984528	652.9244995	0	0
176.5984497	654.1557007	0	0
176.7984467	655.3918457	0	0
176.9984436	656.6330566	0	0
177.1984406	657.8792114	0	0
177.3984375	659.1304932	0	0
177.5984344	660.3869019	0	0
177.7984314	661.6484375	0	0
177.9984283	662.9151611	0	0
178.1984253	664.1871948	0	0
178.3984222	665.4644775	0	0
178.5984192	666.7471924	0	0
178.7984161	668.0352173	0	0
178.9984131	669.3287354	0	0
179.19841	670.6277466	0	0
179.398407	671.932251	0	0
179.5984039	673.2424316	0	0
179.7984009	674.5582275	0	0
179.9983978	675.8796997	0	0
180.1983948	677.2069702	0	0
180.3983917	678.539978	0	0
180.5983887	679.8789062	0	0
180.7983856	681.2237549	0	0
180.9983826	682.574585	0	0
181.1983795	683.9314575	0	0
181.3983765	685.2944336	0	0
181.5983734	686.6635132	0	0
181.7983704	688.0388794	0	0
181.9983673	689.4204712	0	0
182.1983643	690.8084106	0	0
182.3983612	692.2028198	0	0
182.5983582	693.6036377	0	0
182.7983551	695.0109863	0	0
182.9983521	696.4249878	0	0
183.198349	697.8456421	0	0
183.3983459	699.2730713	0	0
183.5983429	700.7072754	0	0
183.7983398	702.1483765	0	0
183.9983368	703.5964355	0	0
184.1983337	705.0515747	0	0
184.3983307	706.5137939	0	0
184.5983276	707.9832153	0	0
184.7983246	709.4598999	0	0
184.9983215	710.9439697	0	0
185.1983185	712.4354248	0	0
185.3983154	713.9344482	0	0
185.5983124	715.44104	0	0
185.7983093	716.9553223	0	0
185.9983063	718.477356	0	0
186.1983032	720.0073242	0	0
186.3983002	721.5452271	0	0
186.5982971	723.0911865	0	0
186.7982941	724.6452637	0	0
186.998291	726.2076416	0	0
187.198288	727.7783203	0	0
187.3982849	729.3574829	0	0
187.5982819	730.9451294	0	0
187.7982788	732.5415039	0	0
187.9982758	734.1466064	0	0
188.1982727	735.7605591	0	0
188.3982697	737.3835449	0	0
188.5982666	739.015564	0	0
188.7982635	740.6568604	0	0
188.9982605	742.3074341	0	0
189.1982574	743.9675293	0	0
189.3982544	745.637146	0	0
189.5982513	747.3164673	0	0
189.7982483	749.0056152	0	0
189.9982452	750.7047119	0	0
190.1982422	752.4139404	0	0
190.3982391	754.1333618	0	0
190.5982361	755.8631592	0	0
190.798233	757.6035156	0	0
190.99823	759.3544922	0	0
191.1982269	761.116333	0	0
191.3982239	762.8890991	0	0
191.5982208	764.6729736	0	0
191.7982178	766.4681396	0	0
191.9982147	768.2747192	0	0
192.1982117	770.0929565	0	0
192.3982086	771.9229736	0	0
192.5982056	773.7648926	0	0
192.7982025	775.6190186	0	0
192.9981995	777.4854126	0	0
193.1981964	779.3643188	0	0
193.3981934	781.2559814	0	0
193.5981903	783.1604614	0	0
193.7981873	785.078125	0	0
193.9981842	787.0090332	0	0
194.1981812	788.9534302	0	0
194.3981781	790.9116211	0	0
194.598175	792.8837891	0	0
194.798172	794.8700562	0	0
194.9981689	796.8707886	0	0
195.1981659	798.8862305	0	0
195.3981628	800.9165039	0	0
195.5981598	802.9619751	0	0
195.7981567	805.0228882	0	0
195.9981537	807.0994263	0	0
196.1981506	809.1919556	0	0
196.3981476	811.3007202	0	0
196.5981445	813.4260254	0	0
196.7981415	815.5681763	0	0
196.9981384	817.727478	0	0
197.1981354	819.9041748	0	0
197.3981323	822.0986938	0	0
197.5981293	824.3112793	0	0
197.7981262	826.5422974	0	0
197.9981232	828.7921143	0	0
198.1981201	831.0611572	0	0
198.3981171	833.3496704	0	0
198.598114	835.6581421	0	0
198.798111	837.9868774	0	0
198.9981079	840.3364258	0	0
199.1981049	842.7070312	0	0
199.3981018	845.0992432	0	0
199.5980988	847.5134888	0	0
199.7980957	849.9502563	0	0
199.9980927	852.4099731	0	0
200.1980896	854.8931274	0	0
200.3980865	857.4002686	0	0
200.5980835	859.9319458	0	0
200.7980804	862.4886475	0	0
200.9980774	865.0709839	0	0
201.1980743	867.6794434	0	0
201.3980713	870.3147583	0	0
201.5980682	872.977478	0	0
201.7980652	875.6682739	0	0
201.9980621	878.3878174	0	0
202.1980591	881.1367798	0	0
202.398056	883.9158936	0	0
202.598053	886.7259521	0	0
202.7980499	889.567627	0	0
202.9980469	892.4418335	0	0
203.1980438	895.3494263	0	0
203.3980408	898.2911377	0	0
203.5980377	901.2680054	0	0
203.7980347	904.2809448	0	0
203.9980316	907.3308716	0	0
204.1980286	910.4188843	0	0
204.3980255	913.5460205	0	0
204.5980225	916.7134399	0	0
204.7980194	919.9222412	0	0
204.9980164	923.173645	0	0
205.1980133	926.4689941	0	0
205.3980103	929.8095093	0	0
205.5980072	933.1966553	0	0
205.7980042	936.6318359	0	0
205.9980011	940.1166382	0	0
206.197998	943.6525879	0	0
206.397995	947.241394	0	0
206.5979919	950.8848267	0	0
206.7979889	954.5847168	0	0
206.9979858	958.3429565	0	0
207.1979828	962.1617432	0	0
207.3979797	966.0430298	0	0
207.5979767	969.9892578	0	0
207.7979736	974.0027466	0	0
207.9979706	978.0861206	0	0
208.1979675	982.2419434	0	0
208.3979645	986.4730835	0	0
208.5979614	990.7825928	0	0
208.7979584	995.173645	0	0
208.9979553	999.6496582	0	0
209.1979523	1004.214233	0	0
209.3979492	1008.871216	0	0
209.5979462	1013.624695	0	0
209.7979431	1018.479065	0	0
209.9979401	1023.438965	0	0
210.197937	1028.509522	0	0
210.397934	1033.696045	0	0
210.5979309	1039.004273	0	0
210.7979279	1044.440552	0	0
210.9979248	1050.011597	0	0
211.1979218	1055.724487	0	0
211.3979187	1061.587402	0	0
211.5979156	1067.608521	0	0
211.7979126	1073.797485	0	0
211.9979095	1080.164063	0	0
212.1979065	1086.719605	0	0
212.3979034	1093.475952	0	0
212.5979004	1100.446655	0	0
212.7978973	1107.64624	0	0
212.9978943	1115.091065	0	0
213.1978912	1122.79895	0	0
213.3978882	1130.790161	0	0
213.5978851	1139.086792	0	0
213.7978821	1147.714233	0	0
213.997879	1156.700806	0	0
214.197876	1166.078491	0	0
214.3978729	1175.884155	0	0
214.5978699	1186.159424	0	0
214.7978668	1196.952759	0	0
214.9978638	1208.320313	0	0
215.1978607	1220.327759	0	0
215.3978577	1233.052368	0	0
215.5978546	1246.586304	0	0
215.7978516	1261.040527	0	0
215.9978485	1276.549683	0	0
216.1978455	1293.280151	0	0
216.3978424	1311.440064	0	0
216.5978394	1331.29419	0	0
216.7978363	1353.187012	0	0
216.9978333	1377.576172	0	0
217.1978302	1405.079102	0	0
217.3978271	1436.551636	0	0
217.5978241	1473.277832	0	0
217.797821	1517.240234	0	0
217.997818	1571.719116	0	0
218.1978149	1642.644409	0	0
218.3978119	1685	0	0
218.5978088	1685	115.2516937	0
218.7978058	1685	567.8139038	0
218.9978027	1685	1240.597534	0
219.1977997	1685	1894.212891	0
219.3977966	1685	2551.053711	0
219.5977936	1685	3202.80542	0
219.7977905	2598.275391	3224.925781	0
219.9977875	3340.466309	3292.197022	0
220.1977844	3540	3400.606934	0
220.3977814	3540	3520.261963	48.0899811
220.5977783	3540	3646.727051	105.9647903
220.7977753	3540	3775.994385	164.0848236
220.9977722	3540	3905.657471	222.2176819
221.1977692	3540	4034.22583	280.1717834
221.3977661	3540	4160.814453	337.7894897
221.5977631	3540	4284.928711	394.9411621
221.79776	3540	4406.325684	451.5203857
221.997757	3540	4524.92627	507.4394836
222.1977539	3540	4640.859375	562.6517334
222.3977509	3540	4754.178223	617.0962524
222.5977478	3540	4864.98584	670.7224121
222.7977448	3540	4973.407715	723.4883423
222.9977417	3540	5079.578613	775.3580933
223.1977386	3540	5181.188477	828.0504761
223.3977356	3540	5281.318359	881.1846924
223.5977325	3540	5380.778809	934.4934692
223.7977295	3540	5479.936035	987.7870483
223.9977264	3540	5578.901367	1040.928955
224.1977234	3540	5679.089356	1097.300171
224.3977203	3540	5779.321289	1153.330689
224.5977173	3540	5878.947266	1208.973145
224.7977142	3540	5977.516113	1264.186646
224.9977112	3540	6074.729492	1318.935425
225.1977081	3540	6170.400879	1373.188721
225.3977051	3540	6264.42041	1426.920166
225.597702	3540	6356.737305	1480.106567
225.797699	3540	6447.339356	1532.72876
225.9976959	3540	6536.243164	1584.770142
226.1976929	3540	6623.48584	1636.217041
226.3976898	3540	6709.117188	1687.057617
226.5976868	3540	6793.195801	1737.282105
226.7976837	3540	6875.785156	1786.88269
226.9976807	3540	6956.954102	1835.852783
227.1976776	3540	7036.768066	1884.187012
227.3976746	3540	7098.345215	1932.424194
227.5976715	3540	7166.998047	1980.541016
227.7976685	3540	7238.923828	2028.510742
227.9976654	3540	7313.158203	2076.306641
228.1976624	3540	7388.967773	2123.90332
228.3976593	3540	7465.864258	2171.278565
228.5976562	3540	7543.505859	2218.412109
228.7976532	3540	7621.644531	2265.287354
228.9976501	3540	7700.095703	2311.889648
229.1976471	3540	7778.718262	2358.206299
229.397644	3540	7857.402344	2404.226807
229.597641	3540	7936.062012	2449.94165
229.7976379	3540	8014.627441	2495.343018
229.9976349	3540	8093.042481	2540.423096
230.1976318	3540	8171.278809	2585.206055
230.3976288	3540	8249.306641	2629.68335
230.5976257	3540	8327.099609	2673.850098
230.7976227	3540	8404.633789	2717.700195
230.9976196	3540	8481.887695	2761.230225
231.1976166	3540	8558.844727	2804.436035
231.3976135	3540	8635.488281	2847.314941
231.5976105	3540	8711.807617	2889.86377
231.7976074	3540	8787.788086	2932.079346
231.9976044	3540	8863.424805	2973.95874
232.1976013	3540	8938.708008	3015.499268
232.3975983	3540	9010.915039	3058.194824
232.5975952	3540	9060.209961	3100.523682
232.7975922	3540	9118.102539	3142.519287
232.9975891	3540	9179.666992	3184.20166
233.1975861	3540	9243.532227	3225.58252
233.397583	3540	9308.794922	3266.668457
233.59758	3540	9374.920898	3307.464356
233.7975769	3540	9441.575195	3347.972656
233.9975739	3540	9508.542969	3388.194824
234.1975708	3540	9575.685547	3428.131836
234.3975677	3540	9642.901367	3467.7854
234.5975647	3540	9710.125	3507.156006
234.7975616	3540	9777.301758	3546.244873
234.9975586	3540	9844.395508	3585.052734
235.1975555	3540	9911.375	3623.580811
235.3975525	3540	9978.214844	3661.830566
235.5975494	3540.0000000  1	44.8964844	3699.802979
235.7975464	3540.0000000  1	111.4003906	3737.499756
235.9975433	3540.0000000  1	177.7128906	3774.921875
236.1975403	3540.0000000  1	243.8222656	3812.071045
236.3975372	3540.0000000  1	309.7148438	3848.948975
236.5975342	3540.0000000  1	375.3818359	3885.557373
236.7975311	3540.0000000  1	440.8164062	3921.897461
236.9975281	3540.0000000  1	506.0087891	3957.970947
237.197525	3540.0000000  1	570.9511719	3993.779541
237.397522	3540.0000000  1	635.6376953	4029.324951
237.5975189	3540.0000000  1	700.0625	4064.609375
237.7975159	3540.0000000  1	764.2177734	4099.633301
237.9975128	3540.0000000  1	828.1005859	4134.398926
238.1975098	3540.0000000  1	891.7050781	4168.907715
238.3975067	3540.0000000  1	955.0273438	4203.160645
238.5975037	3540.0000000  1	1018.061523	4237.15918
238.7975006	3540.0000000  1	1076.882813	4270.905762
238.9974976	3540.0000000  1	1136.044922	4304.400391
239.1974945	3540.0000000  1	1195.168945	4337.64502
239.3974915	3540.0000000  1	1254.240234	4370.640137
239.5974884	3540.0000000  1	1313.230469	4403.386719
239.7974854	3540.0000000  1	1372.124023	4435.884766
239.9974823	3540.0000000  1	1430.904297	4468.136231
240.1974792	3540.0000000  1	1489.563477	4500.140625
240.3974762	3540.0000000  1	1548.094727	4531.916016
240.5974731	3540.0000000  1	1606.492188	4563.461914
240.7974701	3540.0000000  1	1664.749023	4594.775879
240.997467	3540.0000000  1	1722.865234	4625.858887
241.197464	3540.0000000  1	1780.833984	4656.709473
241.3974609	3540.0000000  1	1838.654297	4687.328613
241.5974579	3540.0000000  1	1896.320313	4717.716797
241.7974548	3540.0000000  1	1953.831055	4747.872559
241.9974518	3540.0000000  1	2011.181641	4777.798828
242.1974487	3540.0000000  1	2068.37207	4807.494629
242.3974457	3540.0000000  1	2125.396484	4836.960938
242.5974426	3540.0000000  1	2182.254883	4866.198242
242.7974396	3540.0000000  1	2238.945313	4895.207031
242.9974365	3540.0000000  1	2295.464844	4923.987305
243.1974335	3540.0000000  1	2351.80957	4952.541016
243.3974304	3540.0000000  1	2407.979492	4980.866699
243.5974274	3540.0000000  1	2463.97168	5008.966797
243.7974243	3540.0000000  1	2519.769531	5037.875977
243.9974213	3540.0000000  1	2575.359375	5066.556641
244.1974182	3540.0000000  1	2630.734375	5095.011719
244.3974152	3540.0000000  1	2685.890625	5123.243164
244.5974121	3540.0000000  1	2740.826172	5151.254883
244.7974091	3540.0000000  1	2795.538086	5179.04834
244.997406	3540.0000000  1	2850.024414	5206.627441
245.197403	3540.0000000  1	2904.287109	5233.992188
245.3973999	3540.0000000  1	2958.326172	5261.145508
245.5973969	3540.0000000  1	3012.139648	5288.090332
245.7973938	3540.0000000  1	3063.322266	5314.827148
245.9973907	3540.0000000  1	3114.621094	5341.35791
246.1973877	3540.0000000  1	3165.841797	5367.685059
246.3973846	3540.0000000  1	3216.980469	5393.810547
246.5973816	3540.0000000  1	3268.026367	5419.735352
246.7973785	3540.0000000  1	3318.97168	5445.460938
246.9973755	3540.0000000  1	3369.811523	5470.988281
247.1973724	3540.0000000  1	3420.542969	5496.319336
247.3973694	3540.0000000  1	3471.160156	5521.456543
247.5973663	3540.0000000  1	3521.661133	5546.400391
247.7973633	3540.0000000  1	3572.040039	5571.152832
247.9973602	3540.0000000  1	3622.298828	5595.713379
248.1973572	3540.0000000  1	3672.433594	5620.085938
248.3973541	3540.0000000  1	3722.442383	5644.270996
248.5973511	3540.0000000  1	3772.322266	5668.268555
248.797348	3540.0000000  1	3822.074219	5692.082031
248.997345	3540.0000000  1	3871.692383	5715.710938
249.1973419	3540.0000000  1	3921.178711	5739.157715
249.3973389	3540.0000000  1	3970.529297	5762.422852
249.5973358	3540.0000000  1	4019.746094	5785.508789
249.7973328	3540.0000000  1	4068.823242	5808.415527
249.9973297	3540.0000000  1	4117.764648	5831.144043
250.1973267	3540.0000000  1	4166.564453	5853.696777
250.3973236	3540.0000000  1	4215.225586	5876.074707
250.5973206	3540.0000000  1	4263.745117	5898.278809
250.7973175	3540.0000000  1	4312.123047	5920.310059
250.9973145	3540.0000000  1	4360.355469	5942.168945
251.1973114	3540.0000000  1	4408.44043	5963.85791
251.3973083	3540.0000000  1	4456.37793	5985.37793
251.5973053	3540.0000000  1	4504.166992	6006.729492
251.7973022	3540.0000000  1	4551.808594	6027.913574
251.9972992	3540.0000000  1	4599.298828	6048.932129
252.1972961	3540.0000000  1	4646.638672	6069.785156
252.3972931	3540.0000000  1	4693.826172	6090.474609
252.59729	3540.0000000  1	4740.861328	6111.000488
252.797287	3540.0000000  1	4787.744141	6131.365234
252.9972839	3540.0000000  1	4834.472656	6151.568848
253.1972809	3540.0000000  1	4881.047852	6171.612305
253.3972778	3540.0000000  1	4927.467773	6191.496582
253.5972748	3540.0000000  1	4973.732422	6211.223633
253.7972717	3540.0000000  1	5019.841797	6230.792969
253.9972687	3540.0000000  1	5064.287109	6250.206055
254.1972656	3540.0000000  1	5108.766602	6269.464356
254.3972626	3540.0000000  1	5153.174805	6288.568359
254.5972595	3540.0000000  1	5197.511719	6307.518555
254.7972565	3540.0000000  1	5241.767578	6326.315918
254.9972534	3540.0000000  1	5285.942383	6344.961426
255.1972504	3540.0000000  1	5330.029297	6363.456055
255.3972473	3540.0000000  1	5374.02832	6381.800781
255.5972443	3540.0000000  1	5417.935547	6399.995606
255.7972412	3540.0000000  1	5461.749023	6418.041504
255.9972382	3540.0000000  1	5505.46582	6435.939941
256.1972351	3540.0000000  1	5549.085938	6453.69043
256.3972473	3540.0000000  1	5592.607422	6471.294922
256.5972595	3540.0000000  1	5636.02832	6488.75293
256.7972717	3540.0000000  1	5679.345703	6506.065918
256.9972839	3540.0000000  1	5722.561523	6523.245117
257.1972961	3540.0000000  1	5765.673828	6540.290527
257.3973083	3540.0000000  1	5808.682617	6557.200195
257.5973206	3540.0000000  1	5851.584961	6573.974609
257.7973328	3540.0000000  1	5894.382813	6590.612305
257.997345	3540.0000000  1	5937.075195	6607.115234
258.1973572	3540.0000000  1	5979.662109	6623.482422
258.3973694	3540.0000000  1	6022.140625	6639.715332
258.5973816	3540.0000000  1	6064.511719	6655.812988
258.7973938	3540.0000000  1	6106.777344	6671.777832
258.997406	3540.0000000  1	6148.933594	6687.609375
259.1974182	3540.0000000  1	6190.982422	6703.308594
259.3974304	3540.0000000  1	6232.922852	6718.876465
259.5974426	3540.0000000  1	6274.754883	6734.3125
259.7974548	3540.0000000  1	6316.472656	6749.618652
259.997467	3540.0000000  1	6358.080078	6764.794434
260.1974792	3540.0000000  1	6399.576172	6779.841797
260.3974915	3540.0000000  1	6440.958984	6794.760742
260.5975037	3540.0000000  1	6482.228516	6809.552246
260.7975159	3540.0000000  1	6523.388672	6824.216797
260.9975281	3540.0000000  1	6564.429688	6838.754883
261.1975403	3540.0000000  1	6605.361328	6853.167969
261.3975525	3540.0000000  1	6646.179688	6867.456055
261.5975647	3540.0000000  1	6686.882813	6881.619141
261.7975769	3540.0000000  1	6727.470703	6895.659668
261.9975891	3540.0000000  1	6767.943359	6909.578125
262.1976013	3540.0000000  1	6808.302734	6923.374512
262.3976135	3540.0000000  1	6848.548828	6937.049316
262.5976257	3540.0000000  1	6888.679688	6950.603516
262.7976379	3540.0000000  1	6928.695313	6964.037598
262.9976501	3540.0000000  1	6968.597656	6977.353027
263.1976624	3540.0000000  1	7008.384766	6990.549316
263.3976746	3540.0000000  1	7047.130859	7003.628418
263.5976868	3540.0000000  1	7085.863281	7017.000488
263.797699	3540.0000000  1	7124.527344	7030.24707
263.9977112	3540.0000000  1	7163.119141	7043.369629
264.1977234	3540.0000000  1	7201.642578	7056.370117
264.3977356	3540.0000000  1	7240.091797	7069.249512
264.5977478	3540.0000000  1	7278.462891	7082.009766
264.79776	3540.0000000  1	7316.757813	7094.652344
264.9977722	3540.0000000  1	7354.970703	7107.176758
265.1977844	3540.0000000  1	7393.101563	7119.585938
265.3977966	3540.0000000  1	7431.150391	7131.879883
265.5978088	3540.0000000  1	7469.113281	7144.060059
265.797821	3540.0000000  1	7506.992188	7156.126953
265.9978333	3540.0000000  1	7544.785156	7168.081543
266.1978455	3540.0000000  1	7582.490234	7179.925781
266.3978577	3540.0000000  1	7620.109375	7191.658691
266.5978699	3540.0000000  1	7657.642578	7203.283203
266.7978821	3540.0000000  1	7695.085938	7214.79834
266.9978943	3540.0000000  1	7732.441406	7226.205078
267.1979065	3540.0000000  1	7769.708984	7237.505371
267.3979187	3540.0000000  1	7806.886719	7248.698242
267.5979309	3540.0000000  1	7843.978516	7259.786133
267.7979431	3540.0000000  1	7880.980469	7270.768555
267.9979553	3540.0000000  1	7917.894531	7281.646973
268.1979675	3540.0000000  1	7954.71875	7292.421875
268.3979797	3540.0000000  1	7991.455078	7303.093262
268.5979919	3540.0000000  1	8028.103516	7313.663574
268.7980042	3540.0000000  1	8064.660156	7324.130859
268.9980164	3540.0000000  1	8101.130859	7334.498047
269.1980286	3540.0000000  1	8137.509766	7344.765137
269.3980408	3540.0000000  1	8173.798828	7354.932129
269.598053	3540.0000000  1	8209.998047	7365.000488
269.7980652	3540.0000000  1	8246.109375	7374.970703
269.9980774	3540.0000000  1	8282.126953	7384.843262
270.1980896	3540.0000000  1	8318.058594	7394.619141
270.3981018	3540.0000000  1	8353.896484	7404.29834
270.598114	3540.0000000  1	8389.646484	7413.881348
270.7981262	3540.0000000  1	8425.306641	7423.369629
270.9981384	3540.0000000  1	8460.875	7432.763672
271.1981506	3540.0000000  1	8496.355469	7442.062988
271.3981628	3540.0000000  1	8531.746094	7451.269531
271.598175	3540.0000000  1	8567.044922	7460.382813
271.7981873	3540.0000000  1	8602.255859	7469.404297
271.9981995	3540.0000000  1	8637.378906	7478.334473
272.1982117	3540.0000000  1	8672.408203	7487.172852
272.3982239	3540.0000000  1	8707.351563	7495.920898
272.5982361	3540.0000000  1	8742.207031	7504.580078
272.7982483	3540.0000000  1	8776.96875	7513.149414
272.9982605	3540.0000000  1	8811.644531	7521.629883
273.1982727	3540.0000000  1	8846.232422	7530.021973
273.3982849	3540.0000000  1	8880.728516	7538.32666
273.5982971	3540.0000000  1	8915.142578	7546.544434
273.7983093	3540.0000000  1	8949.464844	7554.675781
273.9983215	3540.0000000  1	8983.697266	7562.721191
274.1983337	3540.0000000  1	9017.847656	7570.681152
274.3983459	3540.0000000  1	9051.404297	7578.556152
274.5983582	3540.0000000  1	9084.914063	7586.346191
274.7983704	3540.0000000  1	9118.359375	7594.053223
274.9983826	3540.0000000  1	9151.736328	7601.67627
275.1983948	3540.0000000  1	9185.052734	7609.217285
275.398407	3540.0000000  1	9218.304688	7616.675293
275.5984192	3540.0000000  1	9251.494141	7624.051758
275.7984314	3540.0000000  1	9284.619141	7631.347168
275.9984436	3540.0000000  1	9317.681641	7638.561523
276.1984558	3540.0000000  1	9350.681641	7645.695801
276.398468	3540.0000000  1	9383.617188	7652.75
276.5984802	3540.0000000  1	9416.488281	7659.724609
276.7984924	3540.0000000  1	9449.296875	7666.621094
276.9985046	3540.0000000  1	9482.041016	7673.438477
277.1985168	3540.0000000  1	9514.716797	7680.178711
277.3985291	3540.0000000  1	9547.330078	7686.841309
277.5985413	3540.0000000  1	9579.876953	7693.427246
277.7985535	3540.0000000  1	9612.359375	7699.936523
277.9985657	3540.0000000  1	9644.777344	7706.369629
278.1985779	3540.0000000  1	9677.126953	7712.727539
278.3985901	3540.0000000  1	9709.414063	7719.010742
278.5986023	3540.0000000  1	9741.634766	7725.219238
278.7986145	3540.0000000  1	9773.787109	7731.352539
278.9986267	3540.0000000  1	9805.873047	7737.413086
279.1986389	3540.0000000  1	9837.896484	7743.400879
279.3986511	3540.0000000  1	9869.851563	7749.314941
279.5986633	3540.0000000  1	9901.740234	7755.157715
279.7986755	3540.0000000  1	9933.5625	7760.928223
279.9986877	3540.0000000  1	9965.318359	7766.626953
280.1987	3540.0000000  1	9997.005859	7772.254883
280.3987122	3540.0000000  2	28.6230469	7777.8125
280.5987244	3540.0000000  2	60.1757812	7783.299316
280.7987366	3540.0000000  2	91.6601562	7788.717285
280.9987488	3540.0000000  2	123.0761719	7794.06543
281.198761	3540.0000000  2	154.4257812	7799.344727
281.3987732	3540.0000000  2	185.7070312	7804.556152
281.5987854	3540.0000000  2	216.9199219	7809.699219
281.7987976	3540.0000000  2	248.0644531	7814.775391
281.9988098	3540.0000000  2	279.1425781	7819.784668
282.198822	3540.0000000  2	310.1523438	7824.727051
282.3988342	3540.0000000  2	341.09375	7829.603516
282.5988464	3540.0000000  2	371.9648438	7834.413574
282.7988586	3540.0000000  2	402.7734375	7839.158691
282.9988708	3540.0000000  2	433.5117188	7843.838379
283.1988831	3540.0000000  2	464.1816406	7848.454102
283.3988953	3540.0000000  2	494.7851562	7853.005371
283.5989075	3540.0000000  2	525.3222656	7857.492676
283.7989197	3540.0000000  2	555.7910156	7861.916992
283.9989319	3540.0000000  2	586.1933594	7866.27832
284.1989441	3540.0000000  2	616.5253906	7870.57666
284.3989563	3540.0000000  2	646.7929688	7874.812988
284.5989685	3540.0000000  2	676.9941406	7878.987793
284.7989807	3540.0000000  2	707.1289062	7883.101074
284.9989929	3540.0000000  2	737.1933594	7887.15332
285.1990051	3540.0000000  2	767.1972656	7891.14502
285.3990173	3540.0000000  2	797.1328125	7895.07666
285.5990295	3540.0000000  2	827.0019531	7898.948731
285.7990417	3540.0000000  2	856.8066406	7902.760742
285.999054	3540.0000000  2	886.5449219	7906.51416
286.1990662	3540.0000000  2	916.2167969	7910.208496
286.3990784	3540.0000000  2	945.8261719	7913.844727
286.5990906	3540.0000000  2	975.3691406	7917.422852
286.7991028	3540.0000000  2	1004.845703	7920.943359
286.999115	3540.0000000  2	1033.994141	7924.406738
287.1991272	3540.0000000  2	1063.091797	7927.813477
287.3991394	3540.0000000  2	1092.130859	7931.163574
287.5991516	3540.0000000  2	1121.115234	7934.458008
287.7991638	3540.0000000  2	1150.046875	7937.696289
287.999176	3540.0000000  2	1178.925781	7940.879395
288.1991882	3540.0000000  2	1207.755859	7944.007324
288.3992004	3540.0000000  2	1236.535156	7947.080566
288.5992126	3540.0000000  2	1265.261719	7950.099609
288.7992249	3540.0000000  2	1293.939453	7953.064941
288.9992371	3540.0000000  2	1322.566406	7955.976563
289.1992493	3540.0000000  2	1351.144531	7958.834473
289.3992615	3540.0000000  2	1379.669922	7961.640137
289.5992737	3540.0000000  2	1408.146484	7964.392578
289.7992859	3540.0000000  2	1436.568359	7967.093262
289.9992981	3540.0000000  2	1464.943359	7969.742188
290.1993103	3540.0000000  2	1493.267578	7972.338867
290.3993225	3540.0000000  2	1521.539063	7974.884766
290.5993347	3540.0000000  2	1549.759766	7977.380371
290.7993469	3540.0000000  2	1577.931641	7979.824219
290.9993591	3540.0000000  2	1606.052734	7982.21875
291.1993713	3540.0000000  2	1634.121094	7984.562988
291.3993835	3540.0000000  2	1662.140625	7986.85791
291.5993958	3540.0000000  2	1690.109375	7989.103027
291.799408	3540.0000000  2	1718.025391	7991.299316
291.9994202	3540.0000000  2	1745.888672	7993.447754
292.1994324	3540.0000000  2	1773.701172	7995.547852
292.3994446	3540.0000000  2	1801.460938	7997.599121
292.5994568	3540.0000000  2	1829.167969	7999.603027
292.799469	3540.0000000  2	1856.824219	8001.560059
292.9994812	3540.0000000  2	1884.429688	8003.469238
293.1994934	3540.0000000  2	1911.980469	8005.333008
293.3995056	3540.0000000  2	1939.480469	8007.149414
293.5995178	3540.0000000  2	1966.927734	8008.919434
293.79953	3540.0000000  2	1994.326172	8010.64502
293.9995422	3540.0000000  2	2021.669922	8012.323242
294.1995544	3540.0000000  2	2048.960938	8013.958008
294.3995667	3540.0000000  2	2076.203125	8015.546875
294.5995789	3540.0000000  2	2103.392578	8017.091797
294.7995911	3540.0000000  2	2130.529297	8018.592773
294.9996033	3540.0000000  2	2157.613281	8020.048828
295.1996155	3540.0000000  2	2184.648438	8021.461426
295.3996277	3540.0000000  2	2211.628906	8022.832031
295.5996399	3540.0000000  2	2238.560547	8024.157227
295.7996521	3540.0000000  2	2265.441406	8025.440918
295.9996643	3540.0000000  2	2292.269531	8026.681641
296.1996765	3540.0000000  2	2319.046875	8027.880371
296.3996887	3540.0000000  2	2345.773438	8029.037598
296.5997009	3540.0000000  2	2372.447266	8030.152344
296.7997131	3540.0000000  2	2399.072266	8031.227051
296.9997253	3540.0000000  2	2425.646484	8032.259766
297.1997375	3540.0000000  2	2452.167969	8033.251465
